latest_timestamp,red_energy_count,orange_energy_count,low_health_pump_count,red_overflow_node_count,top_energy_pump,lowest_health_pump,highest_risk_node,system_energy_grade,system_safety_grade,system_overflow_grade
2017-07-03 23:45:00,1,0,1,2,G80F13Pp1,G70F11Pp1,G72R470,red,orange,red
