pump_id,pump_station_id,valid_window_count,active_window_count,runtime_min_total,total_volume_m3,total_energy_kwh,avg_unit_energy_kwh_per_kt,median_unit_energy_kwh_per_kt,p75_unit_energy_kwh_per_kt,baseline_p25_unit_energy_kwh_per_kt,red_window_count,orange_window_count,unit_energy_rank_overall,summary_energy_grade
G80F13Pp1,G80F13,70,70,1050.0,1638.0,99.02216002306102,60.453089147167894,60.55134782446447,61.20199065351312,59.83966380205093,32,38,1.0,red
G70F11Pp1,G70F11,117,121,1815.0,1061.1149876142433,14.354371929404081,14.05730194043646,14.395774973895247,14.64473158561616,14.263397953739855,1,2,4.0,red
G71F68Yp1,G71F68Y,27,27,405.0,1770.0792112241757,23.06948680161746,13.344194090980873,13.102211427253941,15.550058797027813,10.346945897478154,5,8,5.0,red
G70F11Pp2,G70F11,17,17,254.99999999999997,243.72914983124974,3.0623940979150004,10.250755128527796,8.522266248266325,14.741957539167272,6.033630062913556,7,2,6.0,red
G71F12Pp2,G71F12,3,3,44.99999999999999,10.799999999999999,0.2537863789196971,23.498738788860845,23.243699020673613,23.685103136450767,23.18485455717731,0,1,2.0,orange
G71F12Pp1,G71F12,24,24,359.99999999999994,323.99999999999994,7.478595296596786,23.082084248755518,23.07840730789058,23.28970193448938,22.61163492079363,0,7,3.0,orange
G71F320Pp1,G71F320,61,61,915.0,3173.814123886731,24.710409964546695,7.7857142857143,7.7857142857142865,7.785714285714287,7.7857142857142865,0,0,7.0,green
