scenario_id,total_rainfall_mm,peak_minute_rainfall_mm,max_node_depth_m,max_level_ratio,orange_red_node_count,flooded_node_count,flooding_window_count,total_flooding_volume_m3,total_pump_energy_kwh,unit_energy_kwh_per_kt,total_startup_count,repeated_start_count_30min,worst_energy_pump,worst_health_pump,worst_risk_node
scenario_2,38.54508,0.33333,5.18154,1.0,9,5,17,118.52233,141.30197,21.91099,71,14,G80F13Pp1,G80F13Pp1,G70F100
