subcatchment_id,rain_gage_id,outlet_node,area,impervious_percent,width,slope,curb_length,snow_pack,polygon_points,subarea_params,infiltration_params,model_version,is_added
G70F232_7697,rg5425,G70F232,1.008,36.53000000000001,319.934,0.03,0.0,,"[[""583918.527"", ""6133047.267""], [""583938.552"", ""6133045.664""], [""583937.695"", ""6133038.645""], [""583921.382"", ""6132962.305""], [""583916.662"", ""6132940.238""], [""583898.602"", ""6132940.784""], [""583836.626"", ""6132942.747""], [""583838.603"", ""6132976.704""], [""583840.346"", ""6133006.712""], [""583828.132"", ""6133017.466""], [""583830.413"", ""6133053.510""], [""583918.527"", ""6133047.267""]]","[""G70F232_7697"", ""0.0139294865677275"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F232_7697"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F234_7698,rg5425,G70F234,0.568,36.980000000000004,344.185,0.03,0.0,,"[[""583918.527"", ""6133047.267""], [""583830.413"", ""6133053.510""], [""583833.494"", ""6133097.042""], [""583868.975"", ""6133110.689""], [""583879.765"", ""6133114.888""], [""583881.193"", ""6133115.444""], [""583904.756"", ""6133124.049""], [""583923.987"", ""6133131.072""], [""583924.845"", ""6133131.385""], [""583918.527"", ""6133047.267""]]","[""G70F234_7698"", ""0.014985341771469393"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F234_7698"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F235_7699,rg5425,G70F235,0.261,32.050000000000004,127.892,0.03,0.0,,"[[""583938.552"", ""6133045.664""], [""583918.527"", ""6133047.267""], [""583924.845"", ""6133131.385""], [""583940.759"", ""6133137.600""], [""583961.685"", ""6133145.452""], [""583963.550"", ""6133146.152""], [""583938.552"", ""6133045.664""]]","[""G70F235_7699"", ""0.005568241875261164"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F235_7699"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F236_7700,rg5425,G70F236,0.154,37.34000000000001,77.396,0.03,0.0,,"[[""583838.603"", ""6132976.704""], [""583816.914"", ""6132978.244""], [""583819.335"", ""6133007.289""], [""583809.162"", ""6133016.092""], [""583809.257"", ""6133018.880""], [""583810.418"", ""6133053.112""], [""583830.413"", ""6133053.510""], [""583828.132"", ""6133017.466""], [""583840.346"", ""6133006.712""], [""583838.603"", ""6132976.704""]]","[""G70F236_7700"", ""0.003369715448798307"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F236_7700"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F330_7701,rg5427,G70F330,0.365,35.72,184.006,0.03,0.0,,"[[""584250.602"", ""6133041.880""], [""584210.621"", ""6133041.084""], [""584236.686"", ""6133087.604""], [""584235.849"", ""6133129.583""], [""584271.115"", ""6133138.675""], [""584273.657"", ""6133139.331""], [""584278.510"", ""6133096.436""], [""584250.602"", ""6133041.880""]]","[""G70F330_7701"", ""0.008011368299028132"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F330_7701"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F331_7702,rg5427,G70F331,0.35200000000000004,30.03,198.46,0.03,0.0,,"[[""584210.621"", ""6133041.084""], [""584170.659"", ""6133039.292""], [""584180.977"", ""6133057.507""], [""584196.733"", ""6133085.802""], [""584195.862"", ""6133129.534""], [""584235.849"", ""6133129.583""], [""584236.686"", ""6133087.604""], [""584210.621"", ""6133041.084""]]","[""G70F331_7702"", ""0.008640675590062949"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F331_7702"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F332_7703,rg5427,G70F332,0.409,34.330000000000005,166.759,0.03,0.0,,"[[""584180.977"", ""6133057.507""], [""584132.302"", ""6133057.523""], [""584147.755"", ""6133084.826""], [""584124.833"", ""6133120.489""], [""584126.780"", ""6133124.492""], [""584128.866"", ""6133129.444""], [""584195.862"", ""6133129.534""], [""584196.733"", ""6133085.802""], [""584180.977"", ""6133057.507""]]","[""G70F332_7703"", ""0.007260457627347109"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F332_7703"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F333_7704,rg5427,G70F333,0.174,45.56999999999999,48.31399999999999,0.03,0.0,,"[[""584180.977"", ""6133057.507""], [""584170.659"", ""6133039.292""], [""584161.849"", ""6133021.116""], [""584115.046"", ""6133020.183""], [""584132.302"", ""6133057.523""], [""584180.977"", ""6133057.507""]]","[""G70F333_7704"", ""0.002103525145915052"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F333_7704"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F334_7705,rg5427,G70F334,0.259,38.839999999999996,51.445,0.03,0.0,,"[[""584145.625"", ""6132987.821""], [""584133.188"", ""6132962.552""], [""584107.205"", ""6132962.034""], [""584092.485"", ""6132972.379""], [""584109.457"", ""6133008.686""], [""584115.046"", ""6133020.183""], [""584161.849"", ""6133021.116""], [""584150.638"", ""6132998.002""], [""584145.625"", ""6132987.821""]]","[""G70F334_7705"", ""0.00223984458193484"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F334_7705"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F335_7706,rg5425,G70F335,0.064,83.89,13.258,0.03,0.0,,"[[""584107.205"", ""6132962.034""], [""584097.391"", ""6132952.834""], [""584081.032"", ""6132920.512""], [""584074.542"", ""6132926.052""], [""584071.876"", ""6132928.329""], [""584092.485"", ""6132972.379""], [""584107.205"", ""6132962.034""]]","[""G70F335_7706"", ""0.0005772350950975238"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F335_7706"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F340_7707,rg5427,G70F340,0.86,31.28,350.709,0.03,0.0,,"[[""584370.996"", ""6133071.273""], [""584345.051"", ""6133018.770""], [""584299.631"", ""6133039.859""], [""584289.558"", ""6133043.653""], [""584250.602"", ""6133041.880""], [""584278.510"", ""6133096.436""], [""584273.657"", ""6133139.331""], [""584282.594"", ""6133142.508""], [""584308.518"", ""6133146.023""], [""584335.368"", ""6133153.560""], [""584333.623"", ""6133090.531""], [""584370.996"", ""6133071.273""]]","[""G70F340_7707"", ""0.015269387763354765"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F340_7707"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F341_7708,rg5427,G70F341,0.5579999999999999,4.8100000000000005,56.072,0.03,0.0,,"[[""584370.996"", ""6133071.273""], [""584333.623"", ""6133090.531""], [""584335.368"", ""6133153.560""], [""584390.902"", ""6133176.660""], [""584422.903"", ""6133176.302""], [""584370.996"", ""6133071.273""]]","[""G70F341_7708"", ""0.002441297801501611"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F341_7708"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F370_7709,rg5427,G70F370,0.579,30.25000000000001,214.239,0.03,0.0,,"[[""584345.051"", ""6133018.770""], [""584332.597"", ""6132991.518""], [""584317.135"", ""6132964.214""], [""584263.664"", ""6132988.151""], [""584225.645"", ""6132989.386""], [""584250.602"", ""6133041.880""], [""584289.558"", ""6133043.653""], [""584299.631"", ""6133039.859""], [""584345.051"", ""6133018.770""]]","[""G70F370_7709"", ""0.009327671559707226"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F370_7709"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F371_7710,rg5427,G70F371,0.597,32.51,429.652,0.03,0.0,,"[[""584317.135"", ""6132964.214""], [""584297.885"", ""6132926.836""], [""584241.843"", ""6132925.161""], [""584197.957"", ""6132923.847""], [""584197.280"", ""6132957.831""], [""584212.134"", ""6132965.121""], [""584225.645"", ""6132989.386""], [""584263.664"", ""6132988.151""], [""584317.135"", ""6132964.214""]]","[""G70F371_7710"", ""0.0187064574655937"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F371_7710"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F373_7711,rg5427,G70F373,0.376,42.029999999999994,319.562,0.03,0.0,,"[[""584197.957"", ""6132923.847""], [""584190.961"", ""6132924.197""], [""584154.997"", ""6132921.986""], [""584153.164"", ""6132963.946""], [""584133.188"", ""6132962.552""], [""584145.625"", ""6132987.821""], [""584225.645"", ""6132989.386""], [""584212.134"", ""6132965.121""], [""584197.280"", ""6132957.831""], [""584197.957"", ""6132923.847""]]","[""G70F373_7711"", ""0.013913290199091485"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F373_7711"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F374_7712,rg5427,G70F374,0.087,39.06999999999999,31.772,0.03,0.0,,"[[""584154.997"", ""6132921.986""], [""584133.009"", ""6132921.548""], [""584133.188"", ""6132962.552""], [""584153.164"", ""6132963.946""], [""584154.997"", ""6132921.986""]]","[""G70F374_7712"", ""0.0013833092051167993"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F374_7712"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F375_7713,rg5427,G70F379,0.168,35.25000000000001,48.08600000000001,0.03,0.0,,"[[""584133.009"", ""6132921.548""], [""584110.023"", ""6132921.090""], [""584081.032"", ""6132920.512""], [""584097.391"", ""6132952.834""], [""584107.205"", ""6132962.034""], [""584133.188"", ""6132962.552""], [""584133.009"", ""6132921.548""]]","[""G70F375_7713"", ""0.0020935983393316894"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F375_7713"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70F377_7714,rg5427,G70F377,0.412,31.819999999999993,731.18,0.03,0.0,,"[[""584225.645"", ""6132989.386""], [""584145.625"", ""6132987.821""], [""584150.638"", ""6132998.002""], [""584161.849"", ""6133021.116""], [""584170.659"", ""6133039.292""], [""584210.621"", ""6133041.084""], [""584250.602"", ""6133041.880""], [""584225.645"", ""6132989.386""]]","[""G70F377_7714"", ""0.03183457209484141"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70F377_7714"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70R193_7763,rg5425,G72F892,0.234,35.7,23.078000000000007,0.03,0.0,,"[[""583707.144"", ""6133128.974""], [""583698.746"", ""6133126.621""], [""583701.064"", ""6133114.786""], [""583691.896"", ""6133112.343""], [""583676.388"", ""6133109.029""], [""583667.719"", ""6133107.543""], [""583652.386"", ""6133105.955""], [""583651.481"", ""6133116.913""], [""583648.523"", ""6133152.759""], [""583649.393"", ""6133152.863""], [""583648.652"", ""6133153.895""], [""583689.329"", ""6133158.688""], [""583690.296"", ""6133158.815""], [""583702.615"", ""6133160.432""], [""583696.769"", ""6133158.481""], [""583691.279"", ""6133157.829""], [""583707.144"", ""6133128.974""]]","[""G70R193_7763"", ""0.0010047843961880115"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70R193_7763"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70R261_7775,rg5427,G70F121,0.136,31.159999999999997,28.045,0.03,0.0,,"[[""584209.993"", ""6133316.809""], [""584201.367"", ""6133300.209""], [""584192.789"", ""6133283.701""], [""584192.635"", ""6133283.379""], [""584160.581"", ""6133299.131""], [""584177.195"", ""6133332.712""], [""584209.993"", ""6133316.809""]]","[""G70R261_7775"", ""0.001221040748379096"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70R261_7775"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G70R262_7776,rg5427,G70F122,0.213,23.15,34.852,0.03,0.0,,"[[""584235.789"", ""6133370.664""], [""584235.073"", ""6133369.542""], [""584217.965"", ""6133333.557""], [""584210.116"", ""6133317.047""], [""584209.993"", ""6133316.809""], [""584177.195"", ""6133332.712""], [""584185.526"", ""6133349.550""], [""584190.122"", ""6133358.841""], [""584201.810"", ""6133381.966""], [""584203.443"", ""6133385.194""], [""584203.457"", ""6133385.188""], [""584235.789"", ""6133370.664""]]","[""G70R262_7776"", ""0.00151740817124294"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G70R262_7776"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F041_7827,rg5425,G71F041,0.225,26.81,24.014,0.03,0.0,,"[[""584218.791"", ""6132394.914""], [""584170.612"", ""6132389.358""], [""584169.229"", ""6132408.325""], [""584176.969"", ""6132421.479""], [""584170.734"", ""6132433.348""], [""584169.857"", ""6132477.329""], [""584171.026"", ""6132478.092""], [""584173.883"", ""6132475.259""], [""584180.800"", ""6132465.939""], [""584188.916"", ""6132451.922""], [""584194.014"", ""6132441.977""], [""584197.536"", ""6132435.416""], [""584198.615"", ""6132433.380""], [""584211.457"", ""6132409.136""], [""584214.674"", ""6132403.076""], [""584218.791"", ""6132394.914""]]","[""G71F041_7827"", ""0.001045536549530241"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F041_7827"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F041_7828,rg5425,G71F041,0.145,69.25000000000001,24.906,0.03,0.0,,"[[""584232.990"", ""6132396.552""], [""584218.791"", ""6132394.914""], [""584214.674"", ""6132403.076""], [""584211.457"", ""6132409.136""], [""584198.615"", ""6132433.380""], [""584197.536"", ""6132435.416""], [""584194.014"", ""6132441.977""], [""584188.916"", ""6132451.922""], [""584180.800"", ""6132465.939""], [""584173.883"", ""6132475.259""], [""584171.026"", ""6132478.092""], [""584185.649"", ""6132487.644""], [""584189.630"", ""6132492.955""], [""584190.952"", ""6132490.484""], [""584189.453"", ""6132481.895""], [""584197.062"", ""6132467.026""], [""584228.011"", ""6132406.542""], [""584232.916"", ""6132396.710""], [""584232.990"", ""6132396.552""]]","[""G71F041_7828"", ""0.0010843730033563831"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F041_7828"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F046_7829,rg5425,G71F046,0.098,58.95000000000001,8.365,0.03,0.0,,"[[""584258.593"", ""6132340.139""], [""584258.586"", ""6132340.109""], [""584258.203"", ""6132340.115""], [""584240.993"", ""6132340.387""], [""584238.872"", ""6132344.107""], [""584238.677"", ""6132344.449""], [""584236.471"", ""6132349.087""], [""584224.193"", ""6132374.910""], [""584222.124"", ""6132384.540""], [""584221.143"", ""6132390.250""], [""584218.791"", ""6132394.914""], [""584232.990"", ""6132396.552""], [""584237.103"", ""6132387.806""], [""584242.482"", ""6132375.784""], [""584243.804"", ""6132373.365""], [""584257.546"", ""6132342.491""], [""584258.593"", ""6132340.139""]]","[""G71F046_7829"", ""0.0003642006011834958"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F046_7829"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F047_7830,rg5425,G71F047,0.5670000000000001,18.480000000000004,168.726,0.03,0.0,,"[[""584240.993"", ""6132340.387""], [""584208.138"", ""6132340.907""], [""584204.743"", ""6132340.961""], [""584202.574"", ""6132340.995""], [""584188.276"", ""6132305.717""], [""584177.177"", ""6132260.502""], [""584168.181"", ""6132260.323""], [""584164.277"", ""6132262.352""], [""584134.844"", ""6132277.657""], [""584154.293"", ""6132305.040""], [""584173.403"", ""6132349.419""], [""584174.110"", ""6132364.425""], [""584170.612"", ""6132389.358""], [""584218.791"", ""6132394.914""], [""584221.143"", ""6132390.250""], [""584222.124"", ""6132384.540""], [""584224.193"", ""6132374.910""], [""584236.471"", ""6132349.087""], [""584238.677"", ""6132344.449""], [""584238.872"", ""6132344.107""], [""584240.993"", ""6132340.387""]]","[""G71F047_7830"", ""0.007346098103441303"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F047_7830"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F057_7831,rg5427,G71F058,0.029,0.27,7.122999999999998,0.03,0.0,,"[[""584324.633"", ""6132367.040""], [""584323.044"", ""6132364.821""], [""584313.598"", ""6132356.398""], [""584304.032"", ""6132345.675""], [""584294.184"", ""6132359.824""], [""584322.996"", ""6132369.393""], [""584324.633"", ""6132367.040""]]","[""G71F057_7831"", ""0.0003101256284793831"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F057_7831"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F057_7832,rg5427,G71F058,0.104,76.59000000000002,34.016,0.03,0.0,,"[[""584339.417"", ""6132347.730""], [""584331.713"", ""6132338.818""], [""584327.485"", ""6132337.968""], [""584296.997"", ""6132301.739""], [""584295.162"", ""6132299.352""], [""584292.341"", ""6132301.794""], [""584291.303"", ""6132303.765""], [""584289.062"", ""6132315.724""], [""584308.599"", ""6132339.113""], [""584327.111"", ""6132363.479""], [""584339.417"", ""6132347.730""]]","[""G71F057_7832"", ""0.0014810098804372731"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F057_7832"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F057_7833,rg5427,G71F058,0.018000000000000002,8.880000000000003,4.772,0.03,0.0,,"[[""584327.111"", ""6132363.479""], [""584308.599"", ""6132339.113""], [""584304.032"", ""6132345.675""], [""584313.598"", ""6132356.398""], [""584323.044"", ""6132364.821""], [""584324.633"", ""6132367.040""], [""584327.111"", ""6132363.479""]]","[""G71F057_7833"", ""0.00020776632024478681"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F057_7833"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F058_7834,rg5427,G71F058,0.114,26.81,30.126,0.03,0.0,,"[[""584304.032"", ""6132345.675""], [""584302.129"", ""6132343.542""], [""584294.661"", ""6132333.740""], [""584291.334"", ""6132329.372""], [""584284.791"", ""6132320.414""], [""584279.612"", ""6132311.893""], [""584279.438"", ""6132311.608""], [""584276.211"", ""6132311.994""], [""584274.435"", ""6132312.788""], [""584274.015"", ""6132313.249""], [""584274.109"", ""6132313.424""], [""584258.586"", ""6132340.109""], [""584258.593"", ""6132340.139""], [""584279.290"", ""6132354.527""], [""584294.184"", ""6132359.824""], [""584304.032"", ""6132345.675""]]","[""G71F058_7834"", ""0.0013116446277649724"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F058_7834"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F058_7835,rg5427,G71F058,0.027000000000000003,27.96,9.986,0.03,0.0,,"[[""584308.599"", ""6132339.113""], [""584289.062"", ""6132315.724""], [""584284.169"", ""6132310.625""], [""584279.612"", ""6132311.893""], [""584284.791"", ""6132320.414""], [""584291.334"", ""6132329.372""], [""584294.661"", ""6132333.740""], [""584302.129"", ""6132343.542""], [""584304.032"", ""6132345.675""], [""584308.599"", ""6132339.113""]]","[""G71F058_7835"", ""0.0004347767129011821"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F058_7835"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F090_7836,rg5425,G71F090,0.232,4.42,48.167,0.03,0.0,,"[[""584080.530"", ""6132594.534""], [""584065.688"", ""6132564.319""], [""584063.125"", ""6132564.776""], [""584026.514"", ""6132580.965""], [""583990.880"", ""6132596.733""], [""584001.055"", ""6132618.950""], [""584022.217"", ""6132610.376""], [""584080.530"", ""6132594.534""]]","[""G71F090_7836"", ""0.002097124967986305"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F090_7836"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F090_7836_1,rg5425,G71F090,0.289,13.989999999999998,53.733,0.03,0.0,,"[[""584054.005"", ""6132553.367""], [""584042.869"", ""6132527.792""], [""583997.468"", ""6132547.885""], [""583988.969"", ""6132522.724""], [""583961.770"", ""6132533.179""], [""583985.117"", ""6132584.152""], [""583988.229"", ""6132582.795""], [""583996.447"", ""6132579.133""], [""584012.236"", ""6132572.333""], [""584026.463"", ""6132565.949""], [""584053.017"", ""6132553.822""], [""584054.005"", ""6132553.367""]]","[""G71F090_7836_1"", ""0.002339460956771402"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F090_7836_1"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F090_7837,rg5425,G71F090,0.105,59.68999999999999,32.381,0.03,0.0,,"[[""584065.688"", ""6132564.319""], [""584065.157"", ""6132563.240""], [""584059.119"", ""6132565.111""], [""584054.005"", ""6132553.367""], [""584053.017"", ""6132553.822""], [""584026.463"", ""6132565.949""], [""584012.236"", ""6132572.333""], [""583996.447"", ""6132579.133""], [""583988.229"", ""6132582.795""], [""583985.117"", ""6132584.152""], [""583990.880"", ""6132596.733""], [""584026.514"", ""6132580.965""], [""584063.125"", ""6132564.776""], [""584065.688"", ""6132564.319""]]","[""G71F090_7837"", ""0.0014098242279644681"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F090_7837"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F100_7838,rg5425,G71F100,0.139,0.03,36.718,0.03,0.0,,"[[""584001.055"", ""6132618.950""], [""583990.880"", ""6132596.733""], [""583961.582"", ""6132609.697""], [""583939.056"", ""6132619.691""], [""583939.046"", ""6132619.717""], [""583948.601"", ""6132641.901""], [""584001.055"", ""6132618.950""]]","[""G71F100_7838"", ""0.001598651246175206"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F100_7838"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F100_7838_1,rg5425,G71F100,0.223,12.609999999999998,24.052,0.03,0.0,,"[[""583985.117"", ""6132584.152""], [""583961.770"", ""6132533.179""], [""583924.429"", ""6132550.435""], [""583932.101"", ""6132566.585""], [""583948.500"", ""6132596.904""], [""583946.774"", ""6132601.069""], [""583949.086"", ""6132600.039""], [""583948.961"", ""6132599.766""], [""583961.877"", ""6132594.288""], [""583985.117"", ""6132584.152""]]","[""G71F100_7838_1"", ""0.0010471910172941351"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F100_7838_1"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F100_7839,rg5425,G71F100,0.069,58.68,19.13,0.03,0.0,,"[[""583990.880"", ""6132596.733""], [""583985.117"", ""6132584.152""], [""583961.877"", ""6132594.288""], [""583948.961"", ""6132599.766""], [""583949.086"", ""6132600.039""], [""583946.774"", ""6132601.069""], [""583939.056"", ""6132619.691""], [""583961.582"", ""6132609.697""], [""583990.880"", ""6132596.733""]]","[""G71F100_7839"", ""0.0008328939032445037"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F100_7839"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F110_7840,rg5425,G71F110,0.129,17.47,31.107,0.03,0.0,,"[[""583948.601"", ""6132641.901""], [""583939.046"", ""6132619.717""], [""583939.056"", ""6132619.691""], [""583894.144"", ""6132639.617""], [""583893.686"", ""6132641.179""], [""583893.293"", ""6132642.875""], [""583893.214"", ""6132644.528""], [""583893.223"", ""6132646.361""], [""583893.455"", ""6132648.307""], [""583893.935"", ""6132650.077""], [""583894.504"", ""6132651.802""], [""583895.251"", ""6132653.663""], [""583896.714"", ""6132656.984""], [""583896.670"", ""6132656.997""], [""583900.170"", ""6132663.937""], [""583948.601"", ""6132641.901""]]","[""G71F110_7840"", ""0.0013543560192486553"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F110_7840"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F110_7840_1,rg5425,G71F110,0.245,22.009999999999998,30.595,0.03,0.0,,"[[""583946.774"", ""6132601.069""], [""583948.500"", ""6132596.904""], [""583932.101"", ""6132566.585""], [""583873.605"", ""6132595.382""], [""583885.033"", ""6132628.175""], [""583886.526"", ""6132627.583""], [""583906.427"", ""6132618.717""], [""583926.292"", ""6132609.863""], [""583926.417"", ""6132610.135""], [""583946.774"", ""6132601.069""]]","[""G71F110_7840_1"", ""0.0013320642430614527"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F110_7840_1"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F110_7841,rg5425,G71F110,0.08800000000000001,64.88,22.353,0.03,0.0,,"[[""583939.056"", ""6132619.691""], [""583946.774"", ""6132601.069""], [""583926.417"", ""6132610.135""], [""583926.292"", ""6132609.863""], [""583906.427"", ""6132618.717""], [""583886.526"", ""6132627.583""], [""583885.033"", ""6132628.175""], [""583891.513"", ""6132646.770""], [""583896.670"", ""6132656.997""], [""583896.714"", ""6132656.984""], [""583895.251"", ""6132653.663""], [""583894.504"", ""6132651.802""], [""583893.935"", ""6132650.077""], [""583893.455"", ""6132648.307""], [""583893.223"", ""6132646.361""], [""583893.214"", ""6132644.528""], [""583893.293"", ""6132642.875""], [""583893.686"", ""6132641.179""], [""583894.144"", ""6132639.617""], [""583939.056"", ""6132619.691""]]","[""G71F110_7841"", ""0.0009732188927979295"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F110_7841"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F110_7842,rg5425,G71F110,0.013,64.74,3.152,0.03,0.0,,"[[""583896.670"", ""6132656.997""], [""583891.513"", ""6132646.770""], [""583882.286"", ""6132650.050""], [""583877.366"", ""6132651.799""], [""583877.386"", ""6132651.806""], [""583880.159"", ""6132653.157""], [""583882.483"", ""6132654.978""], [""583884.642"", ""6132656.925""], [""583888.594"", ""6132662.724""], [""583887.187"", ""6132659.897""], [""583887.192"", ""6132659.806""], [""583896.670"", ""6132656.997""]]","[""G71F110_7842"", ""0.00013723374715246607"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F110_7842"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G71F120_7843,rg5425,G71F120,0.02,17.92,12.742,0.03,0.0,,"[[""583818.659"", ""6132672.672""], [""583877.366"", ""6132651.799""], [""583874.215"", ""6132650.792""], [""583870.767"", ""6132650.390""], [""583867.396"", ""6132650.664""], [""583863.699"", ""6132651.189""], [""583854.997"", ""6132654.992""], [""583844.825"", ""6132659.745""], [""583826.724"", ""6132667.944""], [""583818.453"", ""6132671.793""], [""583805.974"", ""6132677.441""], [""583818.659"", ""6132672.672""]]","[""G71F120_7843"", ""0.0005547691644088587"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G71F120_7843"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
