subcatchment_id,rain_gage_id,outlet_node,area,impervious_percent,width,slope,curb_length,snow_pack,polygon_points,subarea_params,infiltration_params,model_version,is_added
G72F316_7956,rg5425,G72F316,0.238,49.61000000000001,21.535,0.03,0.0,,"[[""583150.822"", ""6132885.985""], [""583150.820"", ""6132885.983""], [""583155.956"", ""6132882.878""], [""583144.097"", ""6132841.118""], [""583085.480"", ""6132841.302""], [""583127.645"", ""6132899.104""], [""583149.720"", ""6132885.893""], [""583151.044"", ""6132887.919""], [""583151.802"", ""6132887.365""], [""583150.822"", ""6132885.985""]]","[""G72F316_7956"", ""0.0009376042972488441"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F316_7956"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F316_7957,rg5425,G72F316,0.121,20.19,20.599,0.03,0.0,,"[[""583125.974"", ""6132951.357""], [""583106.648"", ""6132924.419""], [""583101.461"", ""6132921.945""], [""583080.313"", ""6132926.535""], [""583092.197"", ""6132967.810""], [""583125.974"", ""6132951.357""]]","[""G72F316_7957"", ""0.0008968521439066143"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F316_7957"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F340_7973,rg5425,G72F350,0.024,71.41,1.41,0.03,0.0,,"[[""583081.012"", ""6133148.661""], [""583080.612"", ""6133147.556""], [""583071.153"", ""6133139.551""], [""583068.790"", ""6133140.152""], [""583066.456"", ""6133141.080""], [""583064.739"", ""6133141.753""], [""583055.886"", ""6133145.789""], [""583057.472"", ""6133151.139""], [""583059.192"", ""6133157.125""], [""583071.660"", ""6133151.621""], [""583075.266"", ""6133150.377""], [""583075.135"", ""6133150.074""], [""583077.195"", ""6133149.004""], [""583077.491"", ""6133149.615""], [""583081.012"", ""6133148.661""]]","[""G72F340_7973"", ""6.138946176553844e-05"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F340_7973"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F350_7974,rg5425,G72F350,1.298,29.18,111.524,0.03,0.0,,"[[""583067.579"", ""6133252.951""], [""583093.175"", ""6133219.795""], [""583106.546"", ""6133201.065""], [""583096.693"", ""6133193.877""], [""583060.347"", ""6133161.148""], [""583059.192"", ""6133157.125""], [""583056.169"", ""6133158.459""], [""583051.228"", ""6133161.070""], [""583044.154"", ""6133164.299""], [""583036.954"", ""6133167.845""], [""582995.534"", ""6133189.178""], [""582971.386"", ""6133201.800""], [""582954.599"", ""6133209.314""], [""582969.476"", ""6133255.333""], [""582974.427"", ""6133263.765""], [""582980.199"", ""6133271.263""], [""582988.373"", ""6133285.075""], [""582991.031"", ""6133290.167""], [""582999.833"", ""6133307.033""], [""583011.062"", ""6133326.158""], [""583067.579"", ""6133252.951""]]","[""G72F350_7974"", ""0.004855601655276531"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F350_7974"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F350_7975,rg5425,G72F350,0.077,64.35,47.762,0.03,0.0,,"[[""583059.192"", ""6133157.125""], [""583057.472"", ""6133151.139""], [""583008.032"", ""6133177.109""], [""582992.495"", ""6133183.404""], [""582987.742"", ""6133185.331""], [""582951.582"", ""6133199.981""], [""582954.599"", ""6133209.314""], [""582971.386"", ""6133201.800""], [""582995.534"", ""6133189.178""], [""583036.954"", ""6133167.845""], [""583044.154"", ""6133164.299""], [""583051.228"", ""6133161.070""], [""583056.169"", ""6133158.459""], [""583059.192"", ""6133157.125""]]","[""G72F350_7975"", ""0.0020794918247132245"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F350_7975"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F360_17874,rg5425,G72F360,0.28,49.3,23.053,0.03,0.0,,"[[""582910.179"", ""6133237.263""], [""582914.633"", ""6133227.520""], [""582921.150"", ""6133221.689""], [""582935.556"", ""6133209.341""], [""582935.597"", ""6133208.554""], [""582935.412"", ""6133208.654""], [""582919.581"", ""6133200.339""], [""582905.315"", ""6133209.962""], [""582892.213"", ""6133218.800""], [""582812.561"", ""6133257.445""], [""582817.900"", ""6133269.311""], [""582821.078"", ""6133276.372""], [""582865.453"", ""6133257.255""], [""582888.657"", ""6133246.719""], [""582910.179"", ""6133237.263""]]","[""G72F360_17874"", ""0.0010036959305538707"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F360_17874"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F380_7976,rg5425,G72F380,0.033,55.12000000000001,30.783,0.03,0.0,,"[[""582800.890"", ""6133277.066""], [""582804.140"", ""6133275.450""], [""582811.812"", ""6133272.021""], [""582817.900"", ""6133269.311""], [""582812.561"", ""6133257.445""], [""582791.249"", ""6133267.779""], [""582791.571"", ""6133281.544""], [""582793.835"", ""6133280.573""], [""582800.890"", ""6133277.066""]]","[""G72F380_7976"", ""0.0013402495046301913"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F380_7976"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F390_7977,rg5425,G72F390,0.333,1.4300000000000002,71.396,0.03,0.0,,"[[""582775.238"", ""6133324.716""], [""582801.433"", ""6133314.240""], [""582791.787"", ""6133290.790""], [""582791.571"", ""6133281.544""], [""582786.649"", ""6133283.654""], [""582784.991"", ""6133279.876""], [""582760.227"", ""6133290.343""], [""582740.240"", ""6133298.249""], [""582730.300"", ""6133302.452""], [""582707.516"", ""6133312.016""], [""582718.011"", ""6133348.509""], [""582775.238"", ""6133324.716""]]","[""G72F390_7977"", ""0.0031084836966045262"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F390_7977"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F390_7978,rg5425,G72F390,0.076,53.60999999999999,18.633,0.03,0.0,,"[[""582791.571"", ""6133281.544""], [""582791.249"", ""6133267.779""], [""582705.518"", ""6133305.068""], [""582707.516"", ""6133312.016""], [""582730.300"", ""6133302.452""], [""582740.240"", ""6133298.249""], [""582760.227"", ""6133290.343""], [""582784.991"", ""6133279.876""], [""582786.649"", ""6133283.654""], [""582791.571"", ""6133281.544""]]","[""G72F390_7978"", ""0.0008112552064377856"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F390_7978"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F390_7979,rg5425,G72F390,0.051,45.34000000000001,10.977,0.03,0.0,,"[[""582791.249"", ""6133267.779""], [""582791.789"", ""6133261.615""], [""582769.635"", ""6133270.775""], [""582749.904"", ""6133279.753""], [""582726.039"", ""6133290.527""], [""582725.493"", ""6133290.762""], [""582705.956"", ""6133299.497""], [""582705.518"", ""6133305.068""], [""582791.249"", ""6133267.779""]]","[""G72F390_7979"", ""0.0004779234906385216"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F390_7979"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F410_7980,rg5425,G72F410,0.268,1.15,69.416,0.03,0.0,,"[[""582692.218"", ""6133360.387""], [""582718.011"", ""6133348.509""], [""582707.516"", ""6133312.016""], [""582702.195"", ""6133314.249""], [""582661.725"", ""6133331.968""], [""582642.298"", ""6133340.469""], [""582655.086"", ""6133377.058""], [""582692.218"", ""6133360.387""]]","[""G72F410_7980"", ""0.0030222772183805787"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F410_7980"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F410_7980_1,rg5425,G72F410,0.465,15.37,47.882,0.03,0.0,,"[[""582705.956"", ""6133299.497""], [""582710.867"", ""6133237.180""], [""582699.849"", ""6133237.956""], [""582661.650"", ""6133248.203""], [""582640.539"", ""6133253.819""], [""582641.067"", ""6133277.786""], [""582640.060"", ""6133328.307""], [""582656.813"", ""6133321.043""], [""582658.898"", ""6133320.065""], [""582663.087"", ""6133318.662""], [""582704.832"", ""6133299.999""], [""582705.956"", ""6133299.497""]]","[""G72F410_7980_1"", ""0.0020847164597571"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F410_7980_1"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F410_7981,rg5425,G72F410,0.085,61.2,55.53,0.03,0.0,,"[[""582707.516"", ""6133312.016""], [""582705.518"", ""6133305.068""], [""582705.956"", ""6133299.497""], [""582704.832"", ""6133299.999""], [""582663.087"", ""6133318.662""], [""582658.898"", ""6133320.065""], [""582656.813"", ""6133321.043""], [""582640.060"", ""6133328.307""], [""582639.952"", ""6133333.755""], [""582642.298"", ""6133340.469""], [""582661.725"", ""6133331.968""], [""582702.195"", ""6133314.249""], [""582707.516"", ""6133312.016""]]","[""G72F410_7981"", ""0.0024176998665534394"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F410_7981"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F420_7982,rg5425,G72F420,0.28600000000000003,7.91,69.914,0.03,0.0,,"[[""582627.818"", ""6133390.510""], [""582655.086"", ""6133377.058""], [""582642.298"", ""6133340.469""], [""582628.433"", ""6133346.535""], [""582611.411"", ""6133354.009""], [""582573.924"", ""6133370.427""], [""582588.543"", ""6133404.729""], [""582627.818"", ""6133390.510""]]","[""G72F420_7982"", ""0.0030439594538126625"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F420_7982"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F420_7983,rg5425,G72F420,0.027000000000000003,41.95000000000001,7.7429999999999986,0.03,0.0,,"[[""582639.952"", ""6133333.755""], [""582640.060"", ""6133328.307""], [""582638.162"", ""6133329.130""], [""582612.361"", ""6133340.311""], [""582600.311"", ""6133345.540""], [""582590.618"", ""6133349.825""], [""582591.532"", ""6133354.794""], [""582639.952"", ""6133333.755""]]","[""G72F420_7983"", ""0.0003371195762060738"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F420_7983"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F420_7984,rg5425,G72F420,0.053,55.97,69.357,0.03,0.0,,"[[""582642.298"", ""6133340.469""], [""582639.952"", ""6133333.755""], [""582591.532"", ""6133354.794""], [""582571.347"", ""6133364.383""], [""582573.924"", ""6133370.427""], [""582611.411"", ""6133354.009""], [""582628.433"", ""6133346.535""], [""582642.298"", ""6133340.469""]]","[""G72F420_7984"", ""0.0030197084394840068"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F420_7984"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F420_7985,rg5425,G72F420,0.022,45.43999999999999,3.25,0.03,0.0,,"[[""582571.347"", ""6133364.383""], [""582591.532"", ""6133354.794""], [""582590.618"", ""6133349.825""], [""582590.444"", ""6133349.902""], [""582570.575"", ""6133358.685""], [""582552.628"", ""6133366.621""], [""582554.192"", ""6133372.040""], [""582571.347"", ""6133364.383""]]","[""G72F420_7985"", ""0.00014150053243829782"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F420_7985"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F430_7986,rg5425,G72F430,0.262,1.1900000000000002,66.485,0.03,0.0,,"[[""582562.312"", ""6133416.200""], [""582588.543"", ""6133404.729""], [""582573.924"", ""6133370.427""], [""582520.764"", ""6133393.709""], [""582508.593"", ""6133399.154""], [""582523.852"", ""6133432.128""], [""582562.312"", ""6133416.200""]]","[""G72F430_7986"", ""0.0028946655074339168"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F430_7986"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F430_7987,rg5425,G72F430,0.049,52.93999999999999,87.55,0.03,0.0,,"[[""582573.924"", ""6133370.427""], [""582571.347"", ""6133364.383""], [""582554.192"", ""6133372.040""], [""582520.934"", ""6133385.383""], [""582505.781"", ""6133393.079""], [""582508.593"", ""6133399.154""], [""582520.764"", ""6133393.709""], [""582573.924"", ""6133370.427""]]","[""G72F430_7987"", ""0.0038118066507609153"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F430_7987"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F430_7988,rg5425,G72F430,0.018000000000000002,44.47,10.72,0.03,0.0,,"[[""582554.192"", ""6133372.040""], [""582552.628"", ""6133366.621""], [""582551.164"", ""6133367.268""], [""582519.835"", ""6133381.225""], [""582520.934"", ""6133385.383""], [""582554.192"", ""6133372.040""]]","[""G72F430_7988"", ""0.00046673406391955466"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F430_7988"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F440_7989,rg5425,G72F440,0.27,1.25,69.99,0.03,0.0,,"[[""582497.791"", ""6133442.915""], [""582523.852"", ""6133432.128""], [""582508.593"", ""6133399.154""], [""582480.937"", ""6133411.527""], [""582447.485"", ""6133426.235""], [""582440.580"", ""6133429.210""], [""582455.390"", ""6133463.068""], [""582497.791"", ""6133442.915""]]","[""G72F440_7989"", ""0.00304726838934045"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F440_7989"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F440_7990,rg5425,G72F440,0.049,47.98,48.208,0.03,0.0,,"[[""582508.593"", ""6133399.154""], [""582505.781"", ""6133393.079""], [""582458.368"", ""6133414.130""], [""582438.182"", ""6133423.728""], [""582440.580"", ""6133429.210""], [""582447.485"", ""6133426.235""], [""582480.937"", ""6133411.527""], [""582508.593"", ""6133399.154""]]","[""G72F440_7990"", ""0.0020989100516262955"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F440_7990"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F440_7991,rg5425,G72F440,0.036000000000000004,73.13,10.932,0.03,0.0,,"[[""582505.781"", ""6133393.079""], [""582520.934"", ""6133385.383""], [""582519.835"", ""6133381.225""], [""582519.785"", ""6133381.247""], [""582504.425"", ""6133387.932""], [""582504.278"", ""6133387.995""], [""582461.911"", ""6133406.308""], [""582458.503"", ""6133407.804""], [""582457.388"", ""6133408.263""], [""582458.368"", ""6133414.130""], [""582505.781"", ""6133393.079""]]","[""G72F440_7991"", ""0.00047596425249706823"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F440_7991"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F460_7992,rg5425,G72F460,0.256,1.14,63.593,0.03,0.0,,"[[""582435.204"", ""6133472.667""], [""582455.390"", ""6133463.068""], [""582440.580"", ""6133429.210""], [""582398.555"", ""6133447.312""], [""582377.723"", ""6133456.545""], [""582379.431"", ""6133461.555""], [""582390.869"", ""6133489.773""], [""582435.204"", ""6133472.667""]]","[""G72F460_7992"", ""0.0027687518028765147"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F460_7992"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F460_7993,rg5425,G72F460,0.047,58.72,13.759,0.03,0.0,,"[[""582438.182"", ""6133423.728""], [""582458.368"", ""6133414.130""], [""582457.388"", ""6133408.263""], [""582442.333"", ""6133414.464""], [""582428.591"", ""6133420.462""], [""582393.494"", ""6133435.510""], [""582392.245"", ""6133436.055""], [""582393.799"", ""6133442.846""], [""582438.182"", ""6133423.728""]]","[""G72F460_7993"", ""0.0005990479464057045"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F460_7993"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F460_7994,rg5425,G72F460,0.041,52.489999999999995,28.583,0.03,0.0,,"[[""582440.580"", ""6133429.210""], [""582438.182"", ""6133423.728""], [""582393.799"", ""6133442.846""], [""582375.694"", ""6133450.593""], [""582377.723"", ""6133456.545""], [""582398.555"", ""6133447.312""], [""582440.580"", ""6133429.210""]]","[""G72F460_7994"", ""0.0012444645288258048"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F460_7994"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F470_7995,rg5425,G72F470,0.032,27.04,18.278,0.03,0.0,,"[[""582379.431"", ""6133461.555""], [""582377.723"", ""6133456.545""], [""582325.588"", ""6133479.651""], [""582318.631"", ""6133482.654""], [""582320.397"", ""6133487.154""], [""582379.431"", ""6133461.555""]]","[""G72F470_7995"", ""0.0007957989944329868"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F470_7995"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F470_7996,rg5425,G72F470,0.043,60.96000000000001,28.301,0.03,0.0,,"[[""582377.723"", ""6133456.545""], [""582375.694"", ""6133450.593""], [""582354.971"", ""6133459.454""], [""582316.060"", ""6133476.100""], [""582318.631"", ""6133482.654""], [""582325.588"", ""6133479.651""], [""582377.723"", ""6133456.545""]]","[""G72F470_7996"", ""0.0012321866364726972"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F470_7996"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F480_7997,rg5425,G72F480,0.285,1.2,66.926,0.03,0.0,,"[[""582287.903"", ""6133538.722""], [""582332.317"", ""6133517.604""], [""582320.397"", ""6133487.154""], [""582318.631"", ""6133482.654""], [""582248.987"", ""6133512.712""], [""582266.755"", ""6133547.356""], [""582287.903"", ""6133538.722""]]","[""G72F480_7997"", ""0.00291386604122016"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F480_7997"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F480_7998,rg5425,G72F480,0.049,47.52000000000001,25.256,0.03,0.0,,"[[""582318.631"", ""6133482.654""], [""582316.060"", ""6133476.100""], [""582300.008"", ""6133482.963""], [""582246.517"", ""6133507.895""], [""582248.987"", ""6133512.712""], [""582318.631"", ""6133482.654""]]","[""G72F480_7998"", ""0.0010996115222343535"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F480_7998"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F490_7999,rg5425,G72F490,0.182,1.14,34.579,0.03,0.0,,"[[""582243.548"", ""6133556.835""], [""582266.755"", ""6133547.356""], [""582248.987"", ""6133512.712""], [""582245.650"", ""6133514.152""], [""582224.633"", ""6133523.976""], [""582205.981"", ""6133531.627""], [""582205.792"", ""6133531.710""], [""582221.380"", ""6133565.388""], [""582243.548"", ""6133556.835""]]","[""G72F490_7999"", ""0.001505522126518123"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F490_7999"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F490_8000,rg5425,G72F490,0.03,46.9,9.836,0.03,0.0,,"[[""582248.987"", ""6133512.712""], [""582246.517"", ""6133507.895""], [""582222.336"", ""6133517.414""], [""582203.167"", ""6133526.037""], [""582205.792"", ""6133531.710""], [""582205.981"", ""6133531.627""], [""582224.633"", ""6133523.976""], [""582245.650"", ""6133514.152""], [""582248.987"", ""6133512.712""]]","[""G72F490_8000"", ""0.0004282459190963376"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F490_8000"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F491_8001,rg5425,G72F491,0.552,7.240000000000001,90.445,0.03,0.0,,"[[""582226.982"", ""6133589.486""], [""582225.136"", ""6133577.466""], [""582221.380"", ""6133565.388""], [""582205.792"", ""6133531.710""], [""582202.550"", ""6133533.135""], [""582181.664"", ""6133542.265""], [""582164.369"", ""6133549.871""], [""582104.649"", ""6133575.893""], [""582115.633"", ""6133603.285""], [""582119.490"", ""6133610.354""], [""582148.819"", ""6133593.945""], [""582163.905"", ""6133589.245""], [""582174.445"", ""6133612.456""], [""582226.982"", ""6133589.486""]]","[""G72F491_8001"", ""0.003937850971194414"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F491_8001"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F491_8002,rg5425,G72F491,0.068,51.77000000000001,44.392,0.03,0.0,,"[[""582205.792"", ""6133531.710""], [""582203.167"", ""6133526.037""], [""582170.878"", ""6133540.385""], [""582111.370"", ""6133566.204""], [""582102.325"", ""6133570.099""], [""582104.649"", ""6133575.893""], [""582164.369"", ""6133549.871""], [""582181.664"", ""6133542.265""], [""582202.550"", ""6133533.135""], [""582205.792"", ""6133531.710""]]","[""G72F491_8002"", ""0.0019327666572310515"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F491_8002"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F492_8003,rg5425,G72F492,0.132,19.22,44.083,0.03,0.0,,"[[""582115.633"", ""6133603.285""], [""582104.649"", ""6133575.893""], [""582072.939"", ""6133589.710""], [""582059.636"", ""6133595.557""], [""582079.310"", ""6133619.555""], [""582115.633"", ""6133603.285""]]","[""G72F492_8003"", ""0.0019193132219930715"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F492_8003"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F492_8004,rg5425,G72F492,0.03,50.28999999999999,56.97,0.03,0.0,,"[[""582104.649"", ""6133575.893""], [""582102.325"", ""6133570.099""], [""582082.341"", ""6133579.073""], [""582055.782"", ""6133590.857""], [""582059.636"", ""6133595.557""], [""582072.939"", ""6133589.710""], [""582104.649"", ""6133575.893""]]","[""G72F492_8004"", ""0.0024803954870799465"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F492_8004"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F494_8005,rg5425,G72F494,3.659,44.11,161.143,0.03,0.0,,"[[""582140.055"", ""6133782.753""], [""582129.773"", ""6133746.549""], [""582111.560"", ""6133707.188""], [""582101.268"", ""6133671.990""], [""582079.310"", ""6133619.555""], [""582059.636"", ""6133595.557""], [""582059.034"", ""6133595.822""], [""582022.257"", ""6133612.142""], [""582008.801"", ""6133618.088""], [""582007.088"", ""6133631.115""], [""581931.430"", ""6133664.601""], [""581953.746"", ""6133699.043""], [""581911.384"", ""6133717.195""], [""581909.463"", ""6133713.162""], [""581864.110"", ""6133731.255""], [""581866.212"", ""6133744.198""], [""581878.416"", ""6133819.331""], [""581994.973"", ""6133768.529""], [""582024.943"", ""6133834.951""], [""582140.055"", ""6133782.753""]]","[""G72F494_8005"", ""0.00701594470729373"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F494_8005"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F494_8006,rg5425,G72F494,0.029,46.63999999999999,8.696,0.03,0.0,,"[[""582059.636"", ""6133595.557""], [""582055.782"", ""6133590.857""], [""582033.698"", ""6133600.647""], [""582009.449"", ""6133613.162""], [""582008.801"", ""6133618.088""], [""582022.257"", ""6133612.142""], [""582059.034"", ""6133595.822""], [""582059.636"", ""6133595.557""]]","[""G72F494_8006"", ""0.0003786118861795193"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F494_8006"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F550_8007,rg5425,G72F550,0.056,77.29000000000002,14.888,0.03,0.0,,"[[""583523.167"", ""6132809.838""], [""583495.277"", ""6132760.860""], [""583484.139"", ""6132767.640""], [""583493.094"", ""6132774.235""], [""583502.874"", ""6132795.408""], [""583510.430"", ""6132808.205""], [""583512.172"", ""6132814.176""], [""583523.167"", ""6132809.838""]]","[""G72F550_8007"", ""0.0006482030544435009"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F550_8007"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F550_8008,rg5425,G72F550,0.078,17.429999999999996,23.105,0.03,0.0,,"[[""583502.874"", ""6132795.408""], [""583493.094"", ""6132774.235""], [""583484.139"", ""6132767.640""], [""583464.831"", ""6132783.253""], [""583471.515"", ""6132799.383""], [""583475.646"", ""6132801.473""], [""583502.874"", ""6132795.408""]]","[""G72F550_8008"", ""0.0010059599390728833"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F550_8008"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F561_8009,rg5425,G72F561,0.99,20.45,79.513,0.03,0.0,,"[[""583521.558"", ""6132696.387""], [""583535.695"", ""6132689.675""], [""583576.684"", ""6132639.492""], [""583558.779"", ""6132635.140""], [""583529.169"", ""6132615.554""], [""583491.230"", ""6132612.797""], [""583467.918"", ""6132628.329""], [""583457.428"", ""6132703.107""], [""583449.816"", ""6132733.955""], [""583457.756"", ""6132737.112""], [""583469.692"", ""6132740.348""], [""583495.277"", ""6132760.860""], [""583521.558"", ""6132696.387""]]","[""G72F561_8009"", ""0.0034618867186973455"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F561_8009"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F562_8010,rg5425,G72F562,0.327,36.81,58.092,0.03,0.0,,"[[""583411.088"", ""6132620.195""], [""583385.124"", ""6132618.682""], [""583382.148"", ""6132717.605""], [""583417.993"", ""6132725.323""], [""583422.766"", ""6132686.420""], [""583412.992"", ""6132675.228""], [""583411.088"", ""6132620.195""]]","[""G72F562_8010"", ""0.0025292458247401835"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F562_8010"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F580_8011,rg5425,G72F580,0.242,49.88000000000001,117.742,0.03,0.0,,"[[""583457.756"", ""6132737.112""], [""583449.816"", ""6132733.955""], [""583417.993"", ""6132725.323""], [""583382.148"", ""6132717.605""], [""583370.460"", ""6132752.375""], [""583411.558"", ""6132747.188""], [""583418.333"", ""6132758.330""], [""583439.161"", ""6132774.434""], [""583457.756"", ""6132737.112""]]","[""G72F580_8011"", ""0.0051263248278000184"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F580_8011"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
G72F581_8012,rg5425,G72F581,0.396,22.06,209.49,0.03,0.0,,"[[""583444.366"", ""6132806.841""], [""583438.648"", ""6132792.732""], [""583448.860"", ""6132781.929""], [""583439.161"", ""6132774.434""], [""583418.333"", ""6132758.330""], [""583411.558"", ""6132747.188""], [""583370.460"", ""6132752.375""], [""583373.879"", ""6132781.441""], [""583378.720"", ""6132789.536""], [""583382.876"", ""6132831.615""], [""583401.188"", ""6132815.982""], [""583444.366"", ""6132806.841""]]","[""G72F581_8012"", ""0.00912090662784585"", ""11.3"", ""0.03"", ""0.03"", ""25"", ""OUTLET""]","[""G72F581_8012"", ""10000"", ""10000"", ""7"", ""7"", ""0""]",original,0
