forecast_time,target_time,rain_gage_id,forecast_horizon_min,forecast_rainfall_mm,source
2017-06-29,2017-06-29 05:28:00,rg5425,328,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:29:00,rg5425,329,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:30:00,rg5425,330,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:31:00,rg5425,331,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:32:00,rg5425,332,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:33:00,rg5425,333,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:34:00,rg5425,334,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:35:00,rg5425,335,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:36:00,rg5425,336,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:37:00,rg5425,337,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:38:00,rg5425,338,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:39:00,rg5425,339,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:40:00,rg5425,340,0.0,historical_window_minutely
2017-06-29,2017-06-29 05:41:00,rg5425,341,0.0,historical_window_minutely
